"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ABR^A","Arbor Realty Trust","25.3603","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^a",
"ABR^B","Arbor Realty Trust","25.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^b",
"ABR^C","Arbor Realty Trust","26.0995","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^c",
"ABRN","Arbor Realty Trust","25.7","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/abrn",
"ARC","ARC Document Solutions, Inc.","2.37","$110.1M","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/arc",
"MT","ArcelorMittal","36.94","$37.66B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mt",
"ARCH","Arch Coal, Inc.","93.97","$2.06B","2016","Energy","Coal Mining","http://www.nasdaq.com/symbol/arch",
"ADM","Archer-Daniels-Midland Company","42.75","$23.91B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/adm",
"AROC","Archrock, Inc.","10.25","$727.46M","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/aroc",
"ARNC","Arconic Inc.","30.43","$14.65B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/arnc",
"ARCO","Arcos Dorados Holdings Inc.","9.7","$2.05B","2011","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arco",
"ARD","Ardagh Group S.A.","19.99","$4.72B","2017","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/ard",
"ASC","Ardmore Shipping Corporation","7.35","$246.78M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/asc",
"AFC","Ares Capital Corporation","25.5141","$204.11M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afc",
"ACRE","Ares Commercial Real Estate Corporation","13.16","$376.24M","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acre",
"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","16.37","$375.9M","2012","n/a","n/a","http://www.nasdaq.com/symbol/ardc",
"ARES","Ares Management L.P.","24.2","$5.14B","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/ares",
"ARES^A","Ares Management L.P.","27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ares^a",
"AGX","Argan, Inc.","45.85","$712.91M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/agx",
"ANET","Arista Networks, Inc.","275.68","$20.15B","2014","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/anet",
"AI","Arlington Asset Investment Corp","11.73","$330.09M","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/ai",
"AI^B","Arlington Asset Investment Corp","24.81","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ai^b",
"AIC","Arlington Asset Investment Corp","24.32","n/a","2015","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aic",
"AIW","Arlington Asset Investment Corp","24.19","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aiw",
"AHH","Armada Hoffler Properties, Inc.","14.57","$654.73M","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/ahh",
"ARR","ARMOUR Residential REIT, Inc.","24.76","$1.04B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arr",
"ARR^A","ARMOUR Residential REIT, Inc.","25.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr^a",
"ARR^B","ARMOUR Residential REIT, Inc.","25.01","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr^b",
"AFI","Armstrong Flooring, Inc.","16.63","$427.81M","2016","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/afi",
"AWI","Armstrong World Industries Inc","61.85","$3.27B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/awi",
"ARW","Arrow Electronics, Inc.","86.42","$7.6B","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/arw",
"AJG","Arthur J. Gallagher & Co.","64.75","$11.71B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ajg",
"APAM","Artisan Partners Asset Management Inc.","40.9","$3.09B","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/apam",
"ASA","ASA Gold and Precious Metals Limited","11.6","$223.76M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asa",
"ABG","Asbury Automotive Group Inc","75.05","$1.56B","2002","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/abg",
"AHP","Ashford Hospitality Prime, Inc.","9.55","$306.76M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ahp",
"AHP^B","Ashford Hospitality Prime, Inc.","19.6225","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahp^b",
"AHT","Ashford Hospitality Trust Inc","6.72","$658.75M","2003","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aht",
"AHT^D","Ashford Hospitality Trust Inc","25.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^d",
"AHT^F","Ashford Hospitality Trust Inc","24.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^f",
"AHT^G","Ashford Hospitality Trust Inc","24.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^g",
"AHT^H","Ashford Hospitality Trust Inc","24.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^h",
"AHT^I","Ashford Hospitality Trust Inc","23.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^i",
"ASH","Ashland Global Holdings Inc.","73.85","$4.6B","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/ash",
"APB","Asia Pacific Fund, Inc. (The)","15.1327","$156.53M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apb",
"GRR","Asia Tigers Fund, Inc. (The)","13.25","$45.93M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grr",
"ASPN","Aspen Aerogels, Inc.","5.12","$121.02M","2014","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/aspn",
"AHL","Aspen Insurance Holdings Limited","42.3","$2.51B","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ahl",
"AHL^C","Aspen Insurance Holdings Limited","26.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^c",
"AHL^D","Aspen Insurance Holdings Limited","24.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^d",
"ASB","Associated Banc-Corp","26.05","$3.94B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asb",
"ASB^C","Associated Banc-Corp","27.13","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asb^c",
"ASB^D","Associated Banc-Corp","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asb^d",
"AC","Associated Capital Group, Inc.","35.7","$846.15M","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ac",
"AIZ","Assurant, Inc.","94.03","$4.95B","2004","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/aiz",
"AGO","Assured Guaranty Ltd.","35.11","$4.12B","2004","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ago",
"AGO^B","Assured Guaranty Ltd.","25.9355","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^b",
"AGO^E","Assured Guaranty Ltd.","25.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^e",
"AGO^F","Assured Guaranty Ltd.","24.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^f",
"AZN","Astrazeneca PLC","35.94","$91.02B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/azn",
"HOME","At Home Group Inc.","33.41","$2.02B","2016","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/home",
"T","AT&T Inc.","37.87","$232.48B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/t",
"TBB","AT&T Inc.","25.09","n/a","2017","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tbb",
"ATTO","Atento S.A.","10","$739.09M","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atto",
"ATH","Athene Holding Ltd.","52.1","$10.41B","2016","Finance","Life Insurance","http://www.nasdaq.com/symbol/ath",
"ATKR","Atkore International Group Inc.","23.17","$1.47B","2016","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atkr",
"AT","Atlantic Power Corporation","2.4","$276.51M","n/a","Energy","Electric Utilities: Central","http://www.nasdaq.com/symbol/at",
"ATO","Atmos Energy Corporation","81.4","$9.03B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ato",
"AUO","AU Optronics Corp","4.66","$4.48B","2002","Technology","Semiconductors","http://www.nasdaq.com/symbol/auo",
"ATHM","Autohome Inc.","82.57","$9.76B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/athm",
"ALV","Autoliv, Inc.","137.15","$11.93B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alv",
"AN","AutoNation, Inc.","60.04","$5.48B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/an",
"AZO","AutoZone, Inc.","788.7","$21.57B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/azo",
"AVB","AvalonBay Communities, Inc.","170.1","$23.49B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/avb",
"AGR","Avangrid, Inc.","47.66","$14.73B","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/agr",
"AVYA","Avaya Holdings Corp.","20","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/avya",
"AVY","Avery Dennison Corporation","120.73","$10.63B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/avy",
"AVH","Avianca Holdings S.A.","8.22","$1.02B","2013","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/avh",
"AVA","Avista Corporation","51.35","$3.31B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ava",
"AVT","Avnet, Inc.","42.91","$5.19B","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/avt",
"AVP","Avon Products, Inc.","2.37","$1.04B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/avp",
"AVX","AVX Corporation","19.21","$3.23B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/avx",
"AXTA","Axalta Coating Systems Ltd.","31.01","$7.55B","2014","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/axta",
"AXS","Axis Capital Holdings Limited","51.69","$4.3B","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/axs",
"AXS^D","Axis Capital Holdings Limited","24.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs^d",
"AXS^E","Axis Capital Holdings Limited","25.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs^e",
"AZUL","Azul S.A.","27.3","$3.06B","2017","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/azul",
"AZRE","Azure Power Global Limited","16.5","$428.75M","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/azre",
"AZZ","AZZ Inc.","47.4","$1.23B","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/azz",
"BGS","B&G Foods, Inc.","33.1","$2.2B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bgs",
"BW","Babcock","5.93","$261.21M","2015","Capital Goods","Building Products","http://www.nasdaq.com/symbol/bw",
"BGH","Babson Global Short Duration High Yield Fund","18.98","$380.7M","2012","n/a","n/a","http://www.nasdaq.com/symbol/bgh",
"BMI","Badger Meter, Inc.","49.9","$1.45B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bmi",
"BHGE","Baker Hughes, a GE company","35.55","$40.71B","2017","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/bhge",
"BBN","BalckRock Taxable Municipal Bond Trust","22.54","$1.29B","2010","n/a","n/a","http://www.nasdaq.com/symbol/bbn",
"BLL","Ball Corporation","37.76","$13.22B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/bll",
"BANC","Banc of California, Inc.","21.7","$1.04B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banc",
"BANC^C","Banc of California, Inc.","25.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc^c",
"BANC^D","Banc of California, Inc.","26.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc^d",
"BANC^E","Banc of California, Inc.","25.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc^e",
"BBVA","Banco Bilbao Viscaya Argentaria S.A.","9.26","$61.74B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bbva",
"BBD","Banco Bradesco Sa","11.72","$71.32B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbd",
"BBDO","Banco Bradesco Sa","10.91","$66.39B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbdo",
"BCH","Banco De Chile","104.36","$17.3B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bch",
"BLX","Banco Latinoamericano de Comercio Exterior, S.A.","30.19","$1.19B","1992","Finance","Commercial Banks","http://www.nasdaq.com/symbol/blx",
"BSBR","Banco Santander Brasil SA","10.5","$78.61B","2009","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bsbr",
"BSAC","Banco Santander Chile","34.6","$16.3B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bsac",
"SAN","Banco Santander, S.A.","7.42","$119.73B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/san",
"SAN^A","Banco Santander, S.A.","26.2619","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^a",
"SAN^B","Banco Santander, S.A.","24.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^b",
"SAN^C","Banco Santander, S.A.","25.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^c",
"SAN^I","Banco Santander, S.A.","25.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^i",
"CIB","BanColombia S.A.","43.17","$10.38B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/cib",
"BXS","BancorpSouth Bank","35.15","$3.18B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bxs",
"BAC","Bank of America Corporation","31.94","$328.58B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac",
"BAC.WS.A","Bank of America Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac.ws.a",
"BAC.WS.B","Bank of America Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac.ws.b",
"BAC^A","Bank of America Corporation","26.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^a",
"BAC^C","Bank of America Corporation","26.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^c",
"BAC^D","Bank of America Corporation","25.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^d",
"BAC^E","Bank of America Corporation","24.1641","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^e",
"BAC^I","Bank of America Corporation","25.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^i",
"BAC^L","Bank of America Corporation","1288","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^l",
"BAC^W","Bank of America Corporation","26.39","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac^w",
"BAC^Y","Bank of America Corporation","26.36","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac^y",
"BML^G","Bank of America Corporation","21.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^g",
"BML^H","Bank of America Corporation","21.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^h",
"BML^I","Bank of America Corporation","25.71","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^i",
"BML^J","Bank of America Corporation","23.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^j",
"BML^L","Bank of America Corporation","23.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^l",
"BOH","Bank of Hawaii Corporation","86.15","$3.66B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boh",
"BMO","Bank Of Montreal","84","$54.42B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bmo",
"NTB","Bank of N.T. Butterfield & Son Limited (The)","40.06","$2.19B","2016","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ntb",
"BK","Bank Of New York Mellon Corporation (The)","57.72","$58.5B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bk",
"BK^C","Bank Of New York Mellon Corporation (The)","24.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bk^c",
"BNS","Bank of Nova Scotia (The)","66.09","$79.28B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bns",
"BKU","BankUnited, Inc.","43.25","$4.62B","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bku",
"BCS","Barclays PLC","11.74","$50.07B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bcs",
"BCS^D","Barclays PLC","26.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bcs^d",
"MCI","Barings Corporate Investors","15.43","$307.14M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mci",
"MPV","Barings Participation Investors","14.65","$152.95M","1988","Consumer Services","Miscellaneous","http://www.nasdaq.com/symbol/mpv",
"BNED","Barnes & Noble Education, Inc","7.71","$361.71M","2015","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bned",
"BKS","Barnes & Noble, Inc.","5.4","$393.05M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bks",
"B","Barnes Group, Inc.","66.63","$3.57B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/b",
"CUDA","Barracuda Networks, Inc.","27.55","$1.48B","2013","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/cuda",
"ABX","Barrick Gold Corporation","14.51","$16.92B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/abx",
"BAS","Basic Energy Services, Inc.","23.73","$617.65M","2005","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/bas",
